"Country","Year","Cancer site","ICD10 code","RouteToDiagnosis","Stage","Count","% of known routes","% of all routes"
"England","2020","Prostate","C61","GP Referral","Stage IV",906,0.127605633802817,0.103673189152077
"England","2020","Prostate","C61","GP Referral","Unknown",1639,NA,0.187550062936263
"England","2020","Prostate","C61","Emergency Presentation","Stage I",303,0.12998712998713,0.092293633871459
"England","2020","Prostate","C61","Emergency Presentation","Stage II",97,0.0416130416130416,0.0295461468169357
"England","2020","Prostate","C61","Emergency Presentation","Stage III",253,0.108537108537109,0.0770636612854097
"England","2020","Prostate","C61","Emergency Presentation","Stage IV",1678,0.71986271986272,0.511117879987816
"England","2020","Prostate","C61","Emergency Presentation","Unknown",952,NA,0.28997867803838
"England","2020","Prostate","C61","Other","Stage I",1182,0.429661941112323,0.310480693459417
"England","2020","Prostate","C61","Other","Stage II",460,0.167211922937114,0.120830049908064
"England","2020","Prostate","C61","Other","Stage III",561,0.203925845147219,0.14736012608353
"England","2020","Prostate","C61","Other","Stage IV",548,0.199200290803344,0.14394536380352
"England","2020","Prostate","C61","Other","Unknown",1056,NA,0.277383766745469
"England","2020","Uterine","C54-C55","Two Week Wait","Stage I",3159,0.746102975909306,0.66631512339169
"England","2020","Uterine","C54-C55","Two Week Wait","Stage II",305,0.07203589985829,0.0643324193208184
"England","2020","Uterine","C54-C55","Two Week Wait","Stage III",490,0.115729806329712,0.103353722843282
"England","2020","Uterine","C54-C55","Two Week Wait","Stage IV",280,0.0661313179026925,0.0590592701961611
"England","2020","Uterine","C54-C55","Two Week Wait","Unknown",507,NA,0.106939464248049
"England","2020","Uterine","C54-C55","GP Referral","Stage I",904,0.736156351791531,0.582474226804124
"England","2020","Uterine","C54-C55","GP Referral","Stage II",80,0.0651465798045603,0.0515463917525773
"England","2020","Uterine","C54-C55","GP Referral","Stage III",149,0.121335504885993,0.0960051546391753
"England","2020","Uterine","C54-C55","GP Referral","Stage IV",95,0.0773615635179153,0.0612113402061856
"England","2020","Uterine","C54-C55","GP Referral","Unknown",324,NA,0.208762886597938
"England","2020","Uterine","C54-C55","Emergency Presentation","Stage I",201,0.41875,0.28072625698324
"England","2020","Uterine","C54-C55","Emergency Presentation","Stage II",34,0.0708333333333333,0.0474860335195531
"England","2020","Uterine","C54-C55","Emergency Presentation","Stage III",88,0.183333333333333,0.122905027932961
"England","2020","Uterine","C54-C55","Emergency Presentation","Stage IV",157,0.327083333333333,0.21927374301676
"England","2020","Uterine","C54-C55","Emergency Presentation","Unknown",236,NA,0.329608938547486
"England","2020","Uterine","C54-C55","Other","Stage I",357,0.706930693069307,0.517391304347826
"England","2020","Uterine","C54-C55","Other","Stage II",23,0.0455445544554455,0.0333333333333333
"England","2020","Uterine","C54-C55","Other","Stage III",69,0.136633663366337,0.1
"England","2020","Uterine","C54-C55","Other","Stage IV",56,0.110891089108911,0.0811594202898551
"England","2020","Uterine","C54-C55","Other","Unknown",185,NA,0.268115942028986
"England","2019","All Cancers Combined","C00-C43, C45-C97","Screening","Stage I",11633,0.636552667578659,0.567601854110759
"England","2019","All Cancers Combined","C00-C43, C45-C97","Screening","Stage II",4598,0.251600547195622,0.224347401805318
"England","2019","All Cancers Combined","C00-C43, C45-C97","Screening","Stage III",1659,0.0907797537619699,0.0809465723347158
"England","2019","All Cancers Combined","C00-C43, C45-C97","Screening","Stage IV",385,0.0210670314637483,0.0187850695291535
"England","2019","All Cancers Combined","C00-C43, C45-C97","Screening","Unknown",2220,NA,0.108319102220054
"England","2019","All Cancers Combined","C00-C43, C45-C97","Two Week Wait","Stage I",35271,0.330726602717376,0.275916828337193
"England","2019","All Cancers Combined","C00-C43, C45-C97","Two Week Wait","Stage II",25477,0.23889092051347,0.199300644596032
"England","2019","All Cancers Combined","C00-C43, C45-C97","Two Week Wait","Stage III",24388,0.228679662812831,0.190781650916828
"England","2019","All Cancers Combined","C00-C43, C45-C97","Two Week Wait","Stage IV",21511,0.201702813956323,0.16827554915827
"England","2019","All Cancers Combined","C00-C43, C45-C97","Two Week Wait","Unknown",21185,NA,0.165725326991677
"England","2019","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage I",19383,0.407565498969679,0.269973257563095
"England","2019","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage II",8113,0.170591698557551,0.113000724274333
"England","2019","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage III",9441,0.198515496866983,0.131497576466656
"England","2019","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage IV",10621,0.223327305605787,0.147933032480918
"England","2019","All Cancers Combined","C00-C43, C45-C97","GP Referral","Unknown",24238,NA,0.337595409214998
"England","2019","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage I",4911,0.13878369976827,0.0767511643171944
"England","2019","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage II",4147,0.117193240264511,0.0648110524177164
"England","2019","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage III",6832,0.193070705928898,0.106773356671772
"England","2019","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage IV",19496,0.55095235403832,0.304691651298722
"England","2019","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Unknown",28600,NA,0.446972775294596
"England","2019","All Cancers Combined","C00-C43, C45-C97","Other","Stage I",10146,0.362460703058017,0.225086520543083
"England","2019","All Cancers Combined","C00-C43, C45-C97","Other","Stage II",4634,0.165547299228351,0.102804152986068
"England","2019","All Cancers Combined","C00-C43, C45-C97","Other","Stage III",5615,0.200593026579023,0.124567397284586
"England","2019","All Cancers Combined","C00-C43, C45-C97","Other","Stage IV",7597,0.27139897113461,0.168537580974354
"England","2019","All Cancers Combined","C00-C43, C45-C97","Other","Unknown",17084,NA,0.379004348211909
"England","2019","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage I",1525,0.510545698024774,0.301026450848796
"England","2019","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage II",859,0.287579511215266,0.169561784445322
"England","2019","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage III",399,0.133578841647138,0.078760363205685
"England","2019","Bladder","C67, D09.0, D41.4","Two Week Wait","Stage IV",204,0.0682959491128222,0.0402684563758389
"England","2019","Bladder","C67, D09.0, D41.4","Two Week Wait","Unknown",2079,NA,0.410382945124358
"England","2019","Bladder","C67, D09.0, D41.4","GP Referral","Stage I",794,0.519633507853403,0.0989778110196958
"England","2019","Bladder","C67, D09.0, D41.4","GP Referral","Stage II",394,0.257853403141361,0.0491149339316879
"England","2019","Bladder","C67, D09.0, D41.4","GP Referral","Stage III",207,0.135471204188482,0.0258040388930441
"England","2019","Bladder","C67, D09.0, D41.4","GP Referral","Stage IV",133,0.0870418848167539,0.0165794066317627
"England","2019","Bladder","C67, D09.0, D41.4","GP Referral","Unknown",6494,NA,0.80952380952381
"England","2019","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage I",225,0.247797356828194,0.0894276629570747
"England","2019","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage II",280,0.308370044052863,0.111287758346582
"England","2019","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage III",151,0.166299559471366,0.0600158982511924
"England","2019","Bladder","C67, D09.0, D41.4","Emergency Presentation","Stage IV",252,0.277533039647577,0.100158982511924
"England","2019","Bladder","C67, D09.0, D41.4","Emergency Presentation","Unknown",1608,NA,0.639109697933227
"England","2019","Bladder","C67, D09.0, D41.4","Other","Stage I",373,0.493386243386243,0.120907617504052
"England","2019","Bladder","C67, D09.0, D41.4","Other","Stage II",213,0.281746031746032,0.0690437601296596
"England","2019","Bladder","C67, D09.0, D41.4","Other","Stage III",96,0.126984126984127,0.0311183144246353
"England","2019","Bladder","C67, D09.0, D41.4","Other","Stage IV",74,0.0978835978835979,0.0239870340356564
"England","2019","Bladder","C67, D09.0, D41.4","Other","Unknown",2329,NA,0.754943273905997
"England","2019","Bowel","C18-C20","Screening","Stage I",1467,0.38193178859672,0.342596917328351
"England","2019","Bowel","C18-C20","Screening","Stage II",958,0.249414215048165,0.223727230266231
"England","2019","Bowel","C18-C20","Screening","Stage III",1137,0.296016662327519,0.265530126109295
"England","2019","Bowel","C18-C20","Screening","Stage IV",279,0.072637334027597,0.0651564689397478
"England","2019","Bowel","C18-C20","Screening","Unknown",441,NA,0.102989257356376
"England","2019","Bowel","C18-C20","Two Week Wait","Stage I",2119,0.168763937559732,0.151997704612295
"England","2019","Bowel","C18-C20","Two Week Wait","Stage II",3417,0.272140809174896,0.245104368409727
"England","2019","Bowel","C18-C20","Two Week Wait","Stage III",4325,0.344456833386429,0.310235994548454
"England","2019","Bowel","C18-C20","Two Week Wait","Stage IV",2695,0.214638419878942,0.193314683308228
"England","2019","Bowel","C18-C20","Two Week Wait","Unknown",1385,NA,0.0993472491212969
"England","2019","Bowel","C18-C20","GP Referral","Stage I",1401,0.251706791232483,0.198133220195163
"England","2019","Bowel","C18-C20","GP Referral","Stage II",1291,0.231943945382681,0.182576721821525
"England","2019","Bowel","C18-C20","GP Referral","Stage III",1596,0.286740927057133,0.22571064913025
"England","2019","Bowel","C18-C20","GP Referral","Stage IV",1278,0.229608336327704,0.180738226559185
"England","2019","Bowel","C18-C20","GP Referral","Unknown",1505,NA,0.212841182293876
"England","2019","Bowel","C18-C20","Emergency Presentation","Stage I",360,0.0630472854640981,0.0438062788999757
"England","2019","Bowel","C18-C20","Emergency Presentation","Stage II",1349,0.236252189141856,0.164151861766853
"England","2019","Bowel","C18-C20","Emergency Presentation","Stage III",1690,0.295971978984238,0.205646142613775
"England","2019","Bowel","C18-C20","Emergency Presentation","Stage IV",2311,0.404728546409807,0.281211973716233
"England","2019","Bowel","C18-C20","Emergency Presentation","Unknown",2508,NA,0.305183743003164
"England","2019","Bowel","C18-C20","Other","Stage I",710,0.222152690863579,0.163632173311823
"England","2019","Bowel","C18-C20","Other","Stage II",815,0.255006257822278,0.187831297533994
"England","2019","Bowel","C18-C20","Other","Stage III",887,0.277534418022528,0.204424982714911
"England","2019","Bowel","C18-C20","Other","Stage IV",784,0.245306633291615,0.18068679419221
"England","2019","Bowel","C18-C20","Other","Unknown",1143,NA,0.263424752247062
"England","2019","Breast","C50","Screening","Stage I",9368,0.692029253158011,0.619535744990411
"England","2019","Breast","C50","Screening","Stage II",3574,0.264017138213784,0.236360029098605
"England","2019","Breast","C50","Screening","Stage III",495,0.0365664475142203,0.032735930163349
"England","2019","Breast","C50","Screening","Stage IV",100,0.0073871611139839,0.00661331922491899
"England","2019","Breast","C50","Screening","Unknown",1584,NA,0.104754976522717
"England","2019","Breast","C50","Two Week Wait","Stage I",6699,0.317307692307692,0.265601459043692
"England","2019","Breast","C50","Two Week Wait","Stage II",10782,0.51070481242895,0.427483942589803
"England","2019","Breast","C50","Two Week Wait","Stage III",2691,0.127463054187192,0.10669256997859
"England","2019","Breast","C50","Two Week Wait","Stage IV",940,0.0445244410761652,0.0372690508286417
"England","2019","Breast","C50","Two Week Wait","Unknown",4110,NA,0.162952977559274
"England","2019","Breast","C50","GP Referral","Stage I",982,0.401635991820041,0.270821842250414
"England","2019","Breast","C50","GP Referral","Stage II",937,0.383231083844581,0.258411472697187
"England","2019","Breast","C50","GP Referral","Stage III",276,0.112883435582822,0.0761169332597904
"England","2019","Breast","C50","GP Referral","Stage IV",250,0.102249488752556,0.0689464975179261
"England","2019","Breast","C50","GP Referral","Unknown",1181,NA,0.325703254274683
"England","2019","Breast","C50","Emergency Presentation","Stage I",215,0.17479674796748,0.107769423558897
"England","2019","Breast","C50","Emergency Presentation","Stage II",322,0.261788617886179,0.16140350877193
"England","2019","Breast","C50","Emergency Presentation","Stage III",122,0.0991869918699187,0.0611528822055138
"England","2019","Breast","C50","Emergency Presentation","Stage IV",571,0.464227642276423,0.286215538847118
"England","2019","Breast","C50","Emergency Presentation","Unknown",765,NA,0.383458646616541
"England","2019","Breast","C50","Other","Stage I",691,0.467523680649526,0.280552172147787
"England","2019","Breast","C50","Other","Stage II",508,0.343707713125846,0.206252537555826
"England","2019","Breast","C50","Other","Stage III",122,0.0825439783491204,0.049533089727974
"England","2019","Breast","C50","Other","Stage IV",157,0.106224627875507,0.0637434023548518
"England","2019","Breast","C50","Other","Unknown",985,NA,0.399918798213561
"England","2019","Cervical","C53","Screening","Stage I",793,0.903189066059226,0.745300751879699
"England","2019","Cervical","C53","Screening","Stage II",59,0.0671981776765376,0.0554511278195489
"England","2019","Cervical","C53","Screening","Stage III",20,0.0227790432801822,0.018796992481203
"England","2019","Cervical","C53","Screening","Stage IV",6,0.00683371298405467,0.0056390977443609
"England","2019","Cervical","C53","Screening","Unknown",186,NA,0.174812030075188
"England","2019","Cervical","C53","Two Week Wait","Stage I",107,0.230603448275862,0.187062937062937
"England","2019","Cervical","C53","Two Week Wait","Stage II",205,0.441810344827586,0.358391608391608
"England","2019","Cervical","C53","Two Week Wait","Stage III",73,0.157327586206897,0.127622377622378
"England","2019","Cervical","C53","Two Week Wait","Stage IV",79,0.170258620689655,0.138111888111888
"England","2019","Cervical","C53","Two Week Wait","Unknown",108,NA,0.188811188811189
"England","2019","Cervical","C53","GP Referral","Stage I",248,0.587677725118483,0.460966542750929
"England","2019","Cervical","C53","GP Referral","Stage II",87,0.206161137440758,0.161710037174721
"England","2019","Cervical","C53","GP Referral","Stage III",48,0.113744075829384,0.0892193308550186
"England","2019","Cervical","C53","GP Referral","Stage IV",39,0.0924170616113744,0.0724907063197026
"England","2019","Cervical","C53","GP Referral","Unknown",116,NA,0.215613382899628
"England","2019","Cervical","C53","Emergency Presentation","Stage I",20,0.105820105820106,0.062111801242236
"England","2019","Cervical","C53","Emergency Presentation","Stage II",33,0.174603174603175,0.102484472049689
"England","2019","Cervical","C53","Emergency Presentation","Stage III",40,0.211640211640212,0.124223602484472
"England","2019","Cervical","C53","Emergency Presentation","Stage IV",96,0.507936507936508,0.298136645962733
"England","2019","Cervical","C53","Emergency Presentation","Unknown",133,NA,0.41304347826087
"England","2019","Cervical","C53","Other","Stage I",93,0.58125,0.384297520661157
"England","2019","Cervical","C53","Other","Stage II",30,0.1875,0.12396694214876
"England","2019","Cervical","C53","Other","Stage III",16,0.1,0.0661157024793388
"England","2019","Cervical","C53","Other","Stage IV",21,0.13125,0.0867768595041322
"England","2019","Cervical","C53","Other","Unknown",82,NA,0.338842975206612
"England","2019","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Stage I",990,0.450614474283113,0.348591549295775
"England","2019","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Stage II",191,0.0869367319071461,0.0672535211267606
"England","2019","Kidney","C64 excluding ICD-O-3 8120, 8122, 8130, 8131","Two Week Wait","Stage III",562,0.255803368229404,0.197887323943662
